دست,بازیکن,کارت‌های دست بازیکن,کارت‌های بازی‌شده,خال حکم,کارت بازی‌شده توسط بازیکن,برنده دست
5,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,3 پیک,3
5,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,8 دل,3
5,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,سرباز دل,3
6,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,4 پیک,2
6,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,3 خشت,2
6,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,7 خشت,2
6,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,9 خشت,2
7,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,سرباز گشنیز,3
7,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,ملکه خشت,3
7,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,شاه دل,3
7,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,7 دل,3
8,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,10 دل,0
8,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,شاه پیک,0
8,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,سرباز خشت,0
8,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,8 خشت,0
9,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,8 گشنیز,2
9,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,5 گشنیز,2
9,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,6 خشت,2
9,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,ملکه گشنیز,2
10,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,10 پیک,2
10,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,7 پیک,2
10,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,6 دل,2
10,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,5 پیک,2
11,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,شاه خشت,2
11,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,شاه گشنیز,2
11,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,5 دل,2
11,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,ملکه دل,2
12,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,9 گشنیز,2
12,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,آس گشنیز,2
12,2,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,2 خشت,2
12,3,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,6 پیک,2
13,0,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,9 دل,0
13,1,,"سرباز پیک, آس پیک, 9 پیک, ملکه پیک, 2 گشنیز, 4 خشت, 7 گشنیز, 5 خشت, 8 پیک, 2 پیک, 3 گشنیز, 4 دل, 6 گشنیز, 10 خشت, آس دل, 4 گشنیز, 10 گشنیز, 3 پیک, 8 دل, سرباز دل, 4 پیک, 3 خشت, 7 خشت, 9 خشت, سرباز گشنیز, ملکه خشت, شاه دل, 7 دل, 10 دل, شاه پیک, سرباز خشت, 8 خشت, 8 گشنیز, 5 گشنیز, 6 خشت, ملکه گشنیز, 10 پیک, 7 پیک, 6 دل, 5 پیک, شاه خشت, شاه گشنیز, 5 دل, ملکه دل, 9 گشنیز, آس گشنیز, 2 خشت, 6 پیک, 9 دل, 3 دل, 2 دل, آس خشت",پیک,3 دل,0
